Name,Total Attendances,date
Royal Devon And Exeter NHS Foundation Trust,1962.0,2013-08-11
South Devon Healthcare NHS Foundation Trust,1676.0,2013-08-11
Torbay And Southern Devon Health And Care NHS Trust,1153.0,2013-08-11
County Durham And Darlington NHS Foundation Trust,5402.0,2013-08-11
North Tees And Hartlepool NHS Foundation Trust,1619.0,2013-08-11
South Tees Hospitals NHS Foundation Trust,3657.0,2013-08-11
Cambridge University Hospitals NHS Foundation Trust,1922.0,2013-08-11
Cambridgeshire Community Services NHS Trust,2310.0,2013-08-11
East Coast Community Healthcare C.I.C,146.0,2013-08-11
Greyfriars Health Centre,341.0,2013-08-11
Hinchingbrooke Health Care NHS Trust,755.0,2013-08-11
Ipswich Hospital NHS Trust,1514.0,2013-08-11
James Paget University Hospitals NHS Foundation Trust,1393.0,2013-08-11
Norfolk And Norwich University Hospitals NHS Foundation Trust,2146.0,2013-08-11
Norwich Practices Ltd (Castle Mall),1471.0,2013-08-11
Peterborough And Stamford Hospitals NHS Foundation Trust,1640.0,2013-08-11
Suffolk Community Healthcare,155.0,2013-08-11
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1090.0,2013-08-11
West Suffolk NHS Foundation Trust,1232.0,2013-08-11
Anglian Community Enterprise Community Interest Company (Ace Cic),713.0,2013-08-11
Assura Chelmsford Llp,698.0,2013-08-11
Basildon And Thurrock University Hospitals NHS Foundation Trust,2081.0,2013-08-11
Colchester Hospital University NHS Foundation Trust,1481.0,2013-08-11
Mid Essex Hospital Services NHS Trust,1543.0,2013-08-11
North Colchester Healthcare Centre,968.0,2013-08-11
Southend University Hospital NHS Foundation Trust,1739.0,2013-08-11
The Princess Alexandra Hospital NHS Trust,2003.0,2013-08-11
Bolton NHS Foundation Trust,2113.0,2013-08-11
Bridgewater Community Healthcare NHS Trust,3234.0,2013-08-11
Central Manchester University Hospitals NHS Foundation Trust,5064.0,2013-08-11
Lindley House Health Centre,985.0,2013-08-11
Pennine Acute Hospitals NHS Trust,5484.0,2013-08-11
Pennine Care NHS Foundation Trust,1340.0,2013-08-11
Salford Royal NHS Foundation Trust,1577.0,2013-08-11
Stockport NHS Foundation Trust,1590.0,2013-08-11
Tameside Hospital NHS Foundation Trust,1374.0,2013-08-11
The Christie NHS Foundation Trust,0.0,2013-08-11
University Hospital Of South Manchester NHS Foundation Trust,1734.0,2013-08-11
"Wrightington, Wigan And Leigh NHS Foundation Trust",1674.0,2013-08-11
Assura Lea Valley Llp,334.0,2013-08-11
Bedford Hospital NHS Trust,1111.0,2013-08-11
Corby Urgent Care Centre,895.0,2013-08-11
East And North Hertfordshire NHS Trust,2353.0,2013-08-11
Hertfordshire Community NHS Trust,170.0,2013-08-11
Kettering General Hospital NHS Foundation Trust,1418.0,2013-08-11
Luton And Dunstable University Hospital NHS Foundation Trust,2063.0,2013-08-11
Milton Keynes Hospital NHS Foundation Trust,2527.0,2013-08-11
Northampton General Hospital NHS Trust,2094.0,2013-08-11
Putnoe Medical Centre Walk In Centre,326.0,2013-08-11
West Hertfordshire Hospitals NHS Trust,2486.0,2013-08-11
Dartford And Gravesham NHS Trust,1757.0,2013-08-11
Dr Jm Ribchester & Partners,376.0,2013-08-11
East Kent Hospitals University NHS Foundation Trust,3876.0,2013-08-11
Kent Community Health NHS Trust,2437.0,2013-08-11
Maidstone And Tunbridge Wells NHS Trust,2346.0,2013-08-11
Medway NHS Foundation Trust,1764.0,2013-08-11
Blackpool Teaching Hospitals NHS Foundation Trust,1931.0,2013-08-11
East Lancashire Hospitals NHS Trust,3471.0,2013-08-11
Lancashire Teaching Hospitals NHS Foundation Trust,2355.0,2013-08-11
Latham House Medical Practice,162.0,2013-08-11
Lincolnshire Community Health Services NHS Trust,2216.0,2013-08-11
Loughborough Urgent Care Centre,658.0,2013-08-11
Market Harborough Med.Ctr,266.0,2013-08-11
Oakham Medical Practice,71.0,2013-08-11
United Lincolnshire Hospitals NHS Trust,3009.0,2013-08-11
University Hospitals Of Leicester NHS Trust,3786.0,2013-08-11
"Barking, Havering And Redbridge University Hospitals NHS Trust",4602.0,2013-08-11
Barnet And Chase Farm Hospitals NHS Trust,2849.0,2013-08-11
Barts Health NHS Trust,7684.0,2013-08-11
Broad Street Medical Practice & Walk In Centre,502.0,2013-08-11
Bromley Healthcare,624.0,2013-08-11
Central London Community Healthcare NHS Trust,4183.0,2013-08-11
Chelsea And Westminster Hospital NHS Foundation Trust,1991.0,2013-08-11
Croydon Health Services NHS Trust,2469.0,2013-08-11
Dmc Vicarage Lane,467.0,2013-08-11
Ealing Hospital NHS Trust,1802.0,2013-08-11
Edridge Road Community Health Centre,650.0,2013-08-11
Epsom And St Helier University Hospitals NHS Trust,2596.0,2013-08-11
Guy's And St Thomas' NHS Foundation Trust,3355.0,2013-08-11
Harold Wood Walk In Centre,901.0,2013-08-11
Homerton University Hospital NHS Foundation Trust,2121.0,2013-08-11
Hounslow And Richmond Community Healthcare NHS Trust,851.0,2013-08-11
Hurley Group Practice,698.0,2013-08-11
Imperial College Healthcare NHS Trust,5284.0,2013-08-11
King's College Hospital NHS Foundation Trust,3033.0,2013-08-11
Kingston Hospital NHS Foundation Trust,2022.0,2013-08-11
Lewisham And Greenwich NHS Trust,2062.0,2013-08-11
Moorfields Eye Hospital NHS Foundation Trust,1784.0,2013-08-11
North East London NHS Foundation Trust,1024.0,2013-08-11
North Middlesex University Hospital NHS Trust,2760.0,2013-08-11
North West London Hospitals NHS Trust,3673.0,2013-08-11
Orchard Village Walk-In-Centre,109.0,2013-08-11
Orient Practice,195.0,2013-08-11
Oxleas NHS Foundation Trust,841.0,2013-08-11
Royal Brompton & Harefield NHS Foundation Trust,0.0,2013-08-11
Royal Free London NHS Foundation Trust,1648.0,2013-08-11
Royal National Orthopaedic Hospital NHS Trust,0.0,2013-08-11
South London Healthcare NHS Trust,4968.0,2013-08-11
St Andrews Walk-In Centre,446.0,2013-08-11
St George's Healthcare NHS Trust,2718.0,2013-08-11
The Barkantine Practice,415.0,2013-08-11
The Hillingdon Hospitals NHS Foundation Trust,2493.0,2013-08-11
The Practice Loxford,333.0,2013-08-11
The Ridgeway Surgery,133.0,2013-08-11
The Whittington Hospital NHS Trust,1625.0,2013-08-11
Tollgate Lodge Medical Centre,101.0,2013-08-11
University College London Hospitals NHS Foundation Trust,2308.0,2013-08-11
Virgin Care Services Ltd,1335.0,2013-08-11
Waldron - Hurley Unregistered Practice,505.0,2013-08-11
West Middlesex University Hospital NHS Trust,2370.0,2013-08-11
Aintree University Hospital NHS Foundation Trust,1560.0,2013-08-11
Alder Hey Children's NHS Foundation Trust,844.0,2013-08-11
Liverpool Community Health NHS Trust,3415.0,2013-08-11
Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,2013-08-11
Liverpool Women's NHS Foundation Trust,205.0,2013-08-11
Royal Liverpool And Broadgreen University Hospitals NHS Trust,1901.0,2013-08-11
Southport And Ormskirk Hospital NHS Trust,1783.0,2013-08-11
St Helens And Knowsley Hospitals NHS Trust,2319.0,2013-08-11
The Walton Centre NHS Foundation Trust,0.0,2013-08-11
West Lancashire Healthcare Partnership Community Cic (Sdgh),396.0,2013-08-11
City Healthcare Partnership Cic,821.0,2013-08-11
Harrogate And District NHS Foundation Trust,1308.0,2013-08-11
Hull And East Yorkshire Hospitals NHS Trust,2487.0,2013-08-11
Humber NHS Foundation Trust,340.0,2013-08-11
Northern Lincolnshire And Goole NHS Foundation Trust,2763.0,2013-08-11
York Teaching Hospital NHS Foundation Trust,3840.0,2013-08-11
Burton Hospitals NHS Foundation Trust,2255.0,2013-08-11
Malling Health - Telford Wic,151.0,2013-08-11
Mid Staffordshire NHS Foundation Trust,811.0,2013-08-11
Shrewsbury And Telford Hospital NHS Trust,2176.0,2013-08-11
Shropshire Community Health NHS Trust,610.0,2013-08-11
Shropshire Walk In Health Centre,504.0,2013-08-11
Staffordshire And Stoke On Trent Partnership NHS Trust,1413.0,2013-08-11
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2013-08-11
University Hospital Of North Staffordshire NHS Trust,2343.0,2013-08-11
Barnsley Hospital NHS Foundation Trust,1490.0,2013-08-11
Care Uk NHS Rotherham Diagnostic Centre,902.0,2013-08-11
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3262.0,2013-08-11
Sheffield Children's NHS Foundation Trust,797.0,2013-08-11
Sheffield City GP Hc (Wic),1149.0,2013-08-11
Sheffield Teaching Hospitals NHS Foundation Trust,2792.0,2013-08-11
The Rotherham NHS Foundation Trust,1373.0,2013-08-11
Ashford And St Peter's Hospitals NHS Foundation Trust,2005.0,2013-08-11
Ashford Health Centre,835.0,2013-08-11
Brighton And Sussex University Hospitals NHS Trust,2957.0,2013-08-11
East Sussex Healthcare NHS Trust,2860.0,2013-08-11
Frimley Park Hospital NHS Foundation Trust,1907.0,2013-08-11
Queen Victoria Hospital NHS Foundation Trust,295.0,2013-08-11
Royal Surrey County Hospital NHS Foundation Trust,1269.0,2013-08-11
Surrey And Sussex Healthcare NHS Trust,1578.0,2013-08-11
Sussex Community NHS Trust,1360.0,2013-08-11
Western Sussex Hospitals NHS Foundation Trust,2724.0,2013-08-11
Berkshire Healthcare NHS Foundation Trust,1074.0,2013-08-11
Buckinghamshire Healthcare NHS Trust,1946.0,2013-08-11
Heatherwood And Wexham Park Hospitals NHS Foundation Trust,2247.0,2013-08-11
Oxford Health NHS Foundation Trust,607.0,2013-08-11
Oxford University Hospitals NHS Trust,2564.0,2013-08-11
Reading NHS Treatment Centre,709.0,2013-08-11
Royal Berkshire NHS Foundation Trust,1902.0,2013-08-11
Dorset County Hospital NHS Foundation Trust,945.0,2013-08-11
Dorset Healthcare University NHS Foundation Trust,1007.0,2013-08-11
Hampshire Hospitals NHS Foundation Trust,2127.0,2013-08-11
Isle Of Wight NHS Trust,1454.0,2013-08-11
Poole Hospital NHS Foundation Trust,1178.0,2013-08-11
Portsmouth Hospitals NHS Trust,2671.0,2013-08-11
Solent NHS Trust,378.0,2013-08-11
Southern Health NHS Foundation Trust,567.0,2013-08-11
St Mary's NHS Treatment Centre,917.0,2013-08-11
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1720.0,2013-08-11
University Hospital Southampton NHS Foundation Trust,2817.0,2013-08-11
Airedale NHS Foundation Trust,1022.0,2013-08-11
Bradford Teaching Hospitals NHS Foundation Trust,2352.0,2013-08-11
Calderdale And Huddersfield NHS Foundation Trust,2570.0,2013-08-11
Lcd-Leeds-Ooh,637.0,2013-08-11
Leeds Teaching Hospitals NHS Trust,4078.0,2013-08-11
Local Care Direct Ooh,628.0,2013-08-11
Mid Yorkshire Hospitals NHS Trust,4034.0,2013-08-11
South West Yorkshire Partnership NHS Foundation Trust,0.0,2013-08-11
Coventry And Warwickshire Partnership NHS Trust,0.0,2013-08-18
Coventry NHS Healthcare Ctr,1129.0,2013-08-18
George Eliot Hospital NHS Trust,1206.0,2013-08-18
South Warwickshire NHS Foundation Trust,1160.0,2013-08-18
University Hospitals Coventry And Warwickshire NHS Trust,3183.0,2013-08-18
Worcestershire Acute Hospitals NHS Trust,2640.0,2013-08-18
Worcestershire Health And Care NHS Trust,793.0,2013-08-18
Wye Valley NHS Trust,1030.0,2013-08-18
Assura Minerva Llp,510.0,2013-08-18
Care And Support Partnership,121.0,2013-08-18
Carfax Health Enterprise,738.0,2013-08-18
Gloucestershire Care Services NHS Trust,1324.0,2013-08-18
Gloucestershire Hospitals NHS Foundation Trust,2304.0,2013-08-18
Great Western Hospitals NHS Foundation Trust,2268.0,2013-08-18
Royal United Hospital Bath NHS Trust,1259.0,2013-08-18
Salisbury NHS Foundation Trust,739.0,2013-08-18
Sirona Care & Health,117.0,2013-08-18
Assura Vertis Urgent Care Centres (Birmingham),939.0,2013-08-18
Badger Walsall Ooh,163.0,2013-08-18
Birmingham Children's Hospital NHS Foundation Trust,729.0,2013-08-18
Birmingham Community Healthcare NHS Trust,157.0,2013-08-18
Birmingham Wic,630.0,2013-08-18
Birmingham Women's NHS Foundation Trust,0.0,2013-08-18
Dudley Borough Walk In Centre,843.0,2013-08-18
Greet General Practice & Urgent Care Centre,497.0,2013-08-18
Heart Of England NHS Foundation Trust,4438.0,2013-08-18
Sandwell And West Birmingham Hospitals NHS Trust,4263.0,2013-08-18
Showell Park Health & Walk In Centre,435.0,2013-08-18
Solihull Healthcare & Walk-In-Centre,1046.0,2013-08-18
South Birmingham GP Walk In Centre,1046.0,2013-08-18
Summerfield GP Surg & Urgent Care Centre,714.0,2013-08-18
The Dudley Group NHS Foundation Trust,1724.0,2013-08-18
The Royal Wolverhampton NHS Trust,2566.0,2013-08-18
University Hospitals Birmingham NHS Foundation Trust,1828.0,2013-08-18
Walsall Healthcare NHS Trust,1975.0,2013-08-18
Walsall Walk In Health Centre,1117.0,2013-08-18
Bristol Community Health,1061.0,2013-08-18
North Bristol NHS Trust,1920.0,2013-08-18
North Somerset Community Partnership Community Interest Company,124.0,2013-08-18
Somerset Partnership NHS Foundation Trust,1811.0,2013-08-18
Taunton And Somerset NHS Foundation Trust,1106.0,2013-08-18
University Hospitals Bristol NHS Foundation Trust,2055.0,2013-08-18
Weston Area Health NHS Trust,1262.0,2013-08-18
Yeovil District Hospital NHS Foundation Trust,871.0,2013-08-18
5 Boroughs Partnership NHS Foundation Trust,1359.0,2013-08-18
Countess Of Chester Hospital NHS Foundation Trust,1602.0,2013-08-18
East Cheshire NHS Trust,983.0,2013-08-18
Mid Cheshire Hospitals NHS Foundation Trust,1547.0,2013-08-18
Warrington And Halton Hospitals NHS Foundation Trust,1825.0,2013-08-18
Wirral Community NHS Trust,1220.0,2013-08-18
Wirral University Teaching Hospital NHS Foundation Trust,2214.0,2013-08-18
City Hospitals Sunderland NHS Foundation Trust,2202.0,2013-08-18
Cumbria Partnership NHS Foundation Trust,985.0,2013-08-18
Encompass GP Practice 2,536.0,2013-08-18
Gateshead Health NHS Foundation Trust,1138.0,2013-08-18
North Cumbria University Hospitals NHS Trust,1495.0,2013-08-18
Northumbria Healthcare NHS Foundation Trust,3209.0,2013-08-18
South Tyneside NHS Foundation Trust,3384.0,2013-08-18
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3113.0,2013-08-18
University Hospitals Of Morecambe Bay NHS Foundation Trust,2003.0,2013-08-18
Chesterfield Royal Hospital NHS Foundation Trust,1402.0,2013-08-18
Derby Hospitals NHS Foundation Trust,3035.0,2013-08-18
Derby Open Access Centre,532.0,2013-08-18
Derbyshire Community Health Services NHS Trust,975.0,2013-08-18
Derbyshire Health United Ltd,288.0,2013-08-18
NHS Nottingham City 8Am - 8Pm Health Centre,645.0,2013-08-18
Nottingham Citycare Partnership,1194.0,2013-08-18
Nottingham University Hospitals NHS Trust,3228.0,2013-08-18
Sherwood Forest Hospitals NHS Foundation Trust,2491.0,2013-08-18
Cardrew Health Centre,408.0,2013-08-18
Northern Devon Healthcare NHS Trust,3079.0,2013-08-18
Peninsula Community Health C.I.C,2136.0,2013-08-18
Plymouth Community Healthcare (Cic),531.0,2013-08-18
Plymouth Hospitals NHS Trust,1622.0,2013-08-18
Royal Cornwall Hospitals NHS Trust,1613.0,2013-08-18
Royal Devon And Exeter NHS Foundation Trust,1972.0,2013-08-18
South Devon Healthcare NHS Foundation Trust,1500.0,2013-08-18
Torbay And Southern Devon Health And Care NHS Trust,1094.0,2013-08-18
County Durham And Darlington NHS Foundation Trust,5141.0,2013-08-18
North Tees And Hartlepool NHS Foundation Trust,1615.0,2013-08-18
South Tees Hospitals NHS Foundation Trust,3563.0,2013-08-18
Cambridge University Hospitals NHS Foundation Trust,1827.0,2013-08-18
Cambridgeshire Community Services NHS Trust,2141.0,2013-08-18
East Coast Community Healthcare C.I.C,115.0,2013-08-18
Greyfriars Health Centre,367.0,2013-08-18
Hinchingbrooke Health Care NHS Trust,765.0,2013-08-18
Ipswich Hospital NHS Trust,1505.0,2013-08-18
James Paget University Hospitals NHS Foundation Trust,1395.0,2013-08-18
Norfolk And Norwich University Hospitals NHS Foundation Trust,2192.0,2013-08-18
Norwich Practices Ltd (Castle Mall),1435.0,2013-08-18
Peterborough And Stamford Hospitals NHS Foundation Trust,1715.0,2013-08-18
Suffolk Community Healthcare,150.0,2013-08-18
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1013.0,2013-08-18
West Suffolk NHS Foundation Trust,1142.0,2013-08-18
Anglian Community Enterprise Community Interest Company (Ace Cic),710.0,2013-08-18
Assura Chelmsford Llp,606.0,2013-08-18
Basildon And Thurrock University Hospitals NHS Foundation Trust,1936.0,2013-08-18
Colchester Hospital University NHS Foundation Trust,1398.0,2013-08-18
Mid Essex Hospital Services NHS Trust,1567.0,2013-08-18
North Colchester Healthcare Centre,947.0,2013-08-18
Southend University Hospital NHS Foundation Trust,1660.0,2013-08-18
The Princess Alexandra Hospital NHS Trust,1875.0,2013-08-18
Bolton NHS Foundation Trust,2110.0,2013-08-18
Bridgewater Community Healthcare NHS Trust,3069.0,2013-08-18
Central Manchester University Hospitals NHS Foundation Trust,4887.0,2013-08-18
Lindley House Health Centre,986.0,2013-08-18
Pennine Acute Hospitals NHS Trust,5400.0,2013-08-18
Pennine Care NHS Foundation Trust,1320.0,2013-08-18
Salford Royal NHS Foundation Trust,1585.0,2013-08-18
Stockport NHS Foundation Trust,1556.0,2013-08-18
Tameside Hospital NHS Foundation Trust,1379.0,2013-08-18
The Christie NHS Foundation Trust,0.0,2013-08-18
University Hospital Of South Manchester NHS Foundation Trust,1709.0,2013-08-18
"Wrightington, Wigan And Leigh NHS Foundation Trust",1630.0,2013-08-18
Assura Lea Valley Llp,326.0,2013-08-18
Bedford Hospital NHS Trust,1148.0,2013-08-18
Corby Urgent Care Centre,951.0,2013-08-18
East And North Hertfordshire NHS Trust,2309.0,2013-08-18
Hertfordshire Community NHS Trust,161.0,2013-08-18
Kettering General Hospital NHS Foundation Trust,1302.0,2013-08-18
Luton And Dunstable University Hospital NHS Foundation Trust,2116.0,2013-08-18
Milton Keynes Hospital NHS Foundation Trust,2468.0,2013-08-18
Northampton General Hospital NHS Trust,2017.0,2013-08-18
Putnoe Medical Centre Walk In Centre,296.0,2013-08-18
West Hertfordshire Hospitals NHS Trust,2352.0,2013-08-18
Dartford And Gravesham NHS Trust,1734.0,2013-08-18
Dr Jm Ribchester & Partners,366.0,2013-08-18
East Kent Hospitals University NHS Foundation Trust,3864.0,2013-08-18
Kent Community Health NHS Trust,2557.0,2013-08-18
Maidstone And Tunbridge Wells NHS Trust,2331.0,2013-08-18
Medway NHS Foundation Trust,1725.0,2013-08-18
Blackpool Teaching Hospitals NHS Foundation Trust,1882.0,2013-08-18
East Lancashire Hospitals NHS Trust,3526.0,2013-08-18
Lancashire Teaching Hospitals NHS Foundation Trust,2311.0,2013-08-18
Latham House Medical Practice,153.0,2013-08-18
Lincolnshire Community Health Services NHS Trust,2127.0,2013-08-18
Loughborough Urgent Care Centre,580.0,2013-08-18
Market Harborough Med.Ctr,262.0,2013-08-18
Oakham Medical Practice,84.0,2013-08-18
United Lincolnshire Hospitals NHS Trust,2981.0,2013-08-18
University Hospitals Of Leicester NHS Trust,3823.0,2013-08-18
"Barking, Havering And Redbridge University Hospitals NHS Trust",4337.0,2013-08-18
Barnet And Chase Farm Hospitals NHS Trust,2693.0,2013-08-18
Barts Health NHS Trust,7576.0,2013-08-18
Broad Street Medical Practice & Walk In Centre,517.0,2013-08-18
Bromley Healthcare,512.0,2013-08-18
Central London Community Healthcare NHS Trust,4190.0,2013-08-18
Chelsea And Westminster Hospital NHS Foundation Trust,1865.0,2013-08-18
